page	index	kind	element	english	japanese
cookies.html	6	text	a	When We Help	対応できるケース
cookies.html	7	text	a	How It Works	ご利用の流れ
cookies.html	8	text	a	Journal	Journal
cookies.html	9	text	a	About	Englishireについて
cookies.html	10	text	a	Request Teacher Cover	代講について相談する
cookies.html	11	text	p	Cookies	Cookieポリシー
cookies.html	12	text	h1	Small technologies deserve a clear explanation.	小さなテクノロジーについては、明確な説明が必要です。
cookies.html	13	text	p	This page explains the cookies and similar technologies which may help the Englishire website function properly.	このページでは、Englishire Web サイトが適切に機能するのに役立つ可能性のある Cookie および類似のテクノロジーについて説明します。
cookies.html	14	text	p	Cookies need not be mysterious. They are simply small pieces of information used by websites and browsers for purposes such as security, preferences, forms and basic measurement.	Cookie は神秘的である必要はありません。これらは、セキュリティ、設定、フォーム、基本的な測定などの目的で Web サイトやブラウザによって使用される単なる小さな情報です。
cookies.html	15	text	strong	Last reviewed:	最終レビュー:
cookies.html	16	text	p	16 July 2026	2026 年 7 月 16 日
cookies.html	17	text	figcaption	Transparency is not achieved by providing more words. It is achieved by providing the right ones.	透明性は、より多くの言葉を提供することによって達成されるものではありません。それは適切なものを提供することで実現されます。
cookies.html	18	text	p	The Straightforward Explanation	わかりやすい説明
cookies.html	19	text	h2	The website should use only what it has a reason to use.	ウェブサイトでは、使用する理由があるもののみを使用する必要があります。
cookies.html	20	text	p	Some cookies are essential because a website cannot operate sensibly without them. Others may be used to remember a choice, understand basic usage or support a service provided by another organisation.	一部の Cookie は、Cookie なしでは Web サイトが適切に動作できないため、必須です。その他、選択を記憶したり、基本的な使用法を理解したり、別の組織が提供するサービスをサポートしたりするために使用される場合もあります。
cookies.html	21	text	p	Englishire does not regard the existence of a technology as a sufficient reason to deploy it. Non-essential tools should be used only where they serve a clear purpose.	Englishire は、テクノロジーの存在がそれを導入する十分な理由とは考えていません。必須ではないツールは、明確な目的を果たす場合にのみ使用する必要があります。
cookies.html	22	text	p	Necessity should come before convenience.	利便性よりも必要性が優先されるべきです。
